Strength WMMd IH,Strength MMd GF IH,MM number
0.0,0.0,40.958054126503335
0.0,0.02,39.26739839902842
0.0,0.04,37.833920522238444
0.0,0.06,36.543044058700545
0.0,0.08,35.302627167994956
0.0,0.1,34.18375483002838
0.0,0.12,33.2427752034485
0.0,0.14,32.325661199122166
0.0,0.16,31.559192770054317
0.0,0.18,30.86539151313524
0.0,0.2,30.176710152829685
0.0,0.22,29.550208902745247
0.0,0.24,29.035584048065704
0.0,0.26,28.512806888843357
0.0,0.28,28.088097505844935
0.0,0.3,27.700874382678528
0.0,0.32,27.29600324362373
0.0,0.34,26.923359790615223
0.0,0.36,26.628576473692274
0.0,0.38,26.309609500389303
0.0,0.4,26.061112747206508
0.02,0.0,39.00814865434153
0.02,0.02,37.46167112735627
0.02,0.04,36.15538116344876
0.02,0.06,34.981575953540656
0.02,0.08,33.852934337454975
0.02,0.1,32.83696189110479
0.02,0.12,31.987828848163097
0.02,0.14,31.158789110614613
0.02,0.16,30.471341924771
0.02,0.18,29.85114291618109
0.02,0.2,29.233279569400025
0.02,0.22,28.672713783554528
0.02,0.24,28.21776617390167
0.02,0.26,27.75254661340598
0.02,0.28,27.380115433975405
0.02,0.3,27.041956532590895
0.02,0.32,26.68447630536668
0.02,0.34,26.356257757097573
0.02,0.36,26.10203974611508
0.02,0.38,25.82228006048165
0.02,0.4,25.609650713444687
0.04,0.0,37.31776529982071
0.04,0.02,35.90129226533054
0.04,0.04,34.710092808985166
0.04,0.06,33.56908474841869
0.04,0.08,32.615087088295354
0.04,0.1,31.692560812820773
0.04,0.12,30.927202914606895
0.04,0.14,30.17846103433739
0.04,0.16,29.56340596572037
0.04,0.18,28.953115130155158
0.04,0.2,28.45788384748527
0.04,0.22,27.957933919167708
0.04,0.24,27.558159436767433
0.04,0.26,27.146077595601305
0.04,0.28,26.822201786909734
0.04,0.3,26.479964186482533
0.04,0.32,26.21625378798892
0.04,0.34,25.929382575394605
0.04,0.36,25.713174870170466
0.04,0.38,25.470041968388422
0.04,0.4,25.29115715838995
0.06,0.0,35.84913234149573
0.06,0.02,34.55063372673208
0.06,0.04,33.464255983334795
0.06,0.06,32.42315529081129
0.06,0.08,31.55854497820019
0.06,0.1,30.7214635374443
0.06,0.12,30.033053361443407
0.06,0.14,29.358043574584404
0.06,0.16,28.80978964307964
0.06,0.18,28.263629056777265
0.06,0.2,27.826818611672696
0.06,0.22,27.383027213440144
0.06,0.24,27.034661379015766
0.06,0.26,26.672034042686178
0.06,0.28,26.393622399602357
0.06,0.3,26.095128670255104
0.06,0.32,25.871778507804006
0.06,0.34,25.623727269065082
0.06,0.36,25.443445053825933
0.06,0.38,25.234839258802012
0.06,0.4,25.08798639734495
0.08,0.0,34.57132218145378
0.08,0.02,33.380518442522245
0.08,0.04,32.39018808096034
0.08,0.06,31.44064240186009
0.08,0.08,30.658289682739124
0.08,0.1,29.89983908418379
0.08,0.12,29.282567314121778
0.08,0.14,28.67571449809659
0.08,0.16,28.189521503382977
0.08,0.18,27.702920866494004
0.08,0.2,27.320661696044347
0.08,0.22,26.92927866869126
0.08,0.24,26.629164851407637
0.08,0.26,26.312913549555084
0.08,0.28,26.077394809861623
0.08,0.3,25.82011799932437
0.08,0.32,25.6350375573317
0.08,0.34,25.423732632498712
0.08,0.36,25.277680439900557
0.08,0.38,25.10189965476572
0.08,0.4,24.985705951795303
0.1,0.0,33.458789741609436
0.1,0.02,32.366843493050446
0.1,0.04,31.46501874834776
0.1,0.06,30.599858961786737
0.1,0.08,29.893647705905813
0.1,0.1,29.2079934619895
0.1,0.12,28.656891729611573
0.1,0.14,28.113438539877
0.1,0.16,27.68526910988848
0.1,0.18,27.25434713765099
0.1,0.2,26.923362435129267
0.1,0.22,26.58122279410246
0.1,0.24,26.326708369375783
0.1,0.26,26.05425609722557
0.1,0.28,25.859490585583522
0.1,0.3,25.641338043422962
0.1,0.32,25.492810090007264
0.1,0.34,25.31655597865059
0.1,0.36,25.203363140067346
0.1,0.38,25.059037743557035
0.1,0.4,24.97241606171239
0.12,0.0,32.49026672629093
0.12,0.02,31.489538565158483
0.12,0.04,30.669701884685207
0.12,0.06,29.882742325394393
0.12,0.08,29.24739979259827
0.12,0.1,28.62952195911082
0.12,0.12,28.140321859113815
0.12,0.14,27.656191651403113
0.12,0.16,27.282594662593592
0.12,0.18,26.904043839753086
0.12,0.2,26.62155199735421
0.12,0.22,26.325978831332097
0.12,0.24,26.114832414388708
0.12,0.26,25.884022244592693
0.12,0.28,25.72823285667324
0.12,0.3,25.547475006658402
0.12,0.32,25.434096548980914
0.12,0.34,25.29151593203671
0.12,0.36,25.21008666167655
0.12,0.38,25.096127720074573
0.12,0.4,25.03823291735879
0.14,0.0,31.64791536784726
0.14,0.02,30.73176802095391
0.14,0.04,29.988259925118747
0.14,0.06,29.274138142173683
0.14,0.08,28.705098331779865
0.14,0.1,28.150659341093245
0.14,0.12,27.719679724948037
0.14,0.14,27.29136673868997
0.14,0.16,26.969383270488386
0.14,0.18,26.640378401727713
0.14,0.2,26.40401335670856
0.14,0.22,26.15274166520756
0.14,0.24,25.983087518967558
0.14,0.26,25.792116180397286
0.14,0.28,25.673832110414384
0.14,0.3,25.52904725858778
0.14,0.32,25.449681902455502
0.14,0.34,25.339667656206174
0.14,0.36,25.28913995322553
0.14,0.38,25.204697993529006
0.14,0.4,25.17489239431889
0.16,0.0,30.916673211592087
0.16,0.02,30.079314035449634
0.16,0.04,29.407198291283642
0.16,0.06,28.761246154272236
0.16,0.08,28.254539163341835
0.16,0.1,27.75977754859283
0.16,0.12,27.383833060749346
0.16,0.14,27.008314143806373
0.16,0.16,26.735401617519706
0.16,0.18,26.453524483755036
0.16,0.2,26.261273838613768
0.16,0.22,26.052386763870697
0.16,0.24,25.92265121913422
0.16,0.26,25.77001600675123
0.16,0.28,25.68802782447721
0.16,0.3,25.57805701213494
0.16,0.32,25.531796254262993
0.16,0.34,25.453472785375084
0.16,0.36,25.433186698869505
0.16,0.38,25.377618691735414
0.16,0.4,25.375444475512026
0.18,0.0,30.21734346543112
0.18,0.02,29.520093819240742
0.18,0.04,28.915048265184108
0.18,0.06,28.333186179486795
0.18,0.08,27.828324003745568
0.18,0.1,27.446991941140062
0.18,0.12,27.123319027557443
0.18,0.14,26.797980246285203
0.18,0.16,26.52024290293581
0.18,0.18,26.335131674423245
0.18,0.2,26.18528377908908
0.18,0.22,26.017161391769072
0.18,0.24,25.926029165723534
0.18,0.26,25.810485601260687
0.18,0.28,25.763807792997135
0.18,0.3,25.68771772394858
0.18,0.32,25.627503165972076
0.18,0.34,25.62654279716667
0.18,0.36,25.636013360779046
0.18,0.38,25.60885580462383
0.18,0.4,25.589321600329722
0.2,0.0,29.673457489348866
0.2,0.02,29.04377952444407
0.2,0.04,28.50200555085383
0.2,0.06,27.98065719578605
0.2,0.08,27.53255584464904
0.2,0.1,27.203851434385538
0.2,0.12,26.930046568812138
0.2,0.14,26.65262561097173
0.2,0.16,26.42033147709259
0.2,0.18,26.278061145709138
0.2,0.2,26.16916266311535
0.2,0.22,26.04044145010031
0.2,0.24,25.986819932426666
0.2,0.26,25.907345162824285
0.2,0.28,25.89518693001734
0.2,0.3,25.852240230426393
0.2,0.32,25.823800269568718
0.2,0.34,25.85343458854308
0.2,0.36,25.89233040239249
0.2,0.38,25.89327736895192
0.2,0.4,25.900690843154234
0.22,0.0,29.207343194467363
0.22,0.02,28.64149481342576
0.22,0.04,28.159644218789243
0.22,0.06,27.69566383698789
0.22,0.08,27.301525221594403
0.22,0.1,27.023090955641912
0.22,0.12,26.797061846903034
0.22,0.14,26.565597813050474
0.22,0.16,26.377022076781344
0.22,0.18,26.27617830818373
0.22,0.2,26.206999567472252
0.22,0.22,26.11653638532436
0.22,0.24,26.09952607117752
0.22,0.26,26.055290769933922
0.22,0.28,26.07703058523523
0.22,0.3,26.066660775736764
0.22,0.32,26.06954551396473
0.22,0.34,26.129488429897883
0.22,0.36,26.197613799476795
0.22,0.38,26.226498955741214
0.22,0.4,26.260772408917394
0.24,0.0,28.810906340390297
0.24,0.02,28.30557326991458
0.24,0.04,27.822938185433028
0.24,0.06,27.471299314586837
0.24,0.08,27.128663061596633
0.24,0.1,26.898434690930433
0.24,0.12,26.665982875131302
0.24,0.14,26.531149133770548
0.24,0.16,26.384807611759587
0.24,0.18,26.32418531917853
0.24,0.2,26.244335577579534
0.24,0.22,26.240534496680386
0.24,0.24,26.211078899197865
0.24,0.26,26.249747889913877
0.24,0.28,26.257429609695212
0.24,0.3,26.32670374321795
0.24,0.32,26.360605776260286
0.24,0.34,26.450697834993257
0.24,0.36,26.501868748347853
0.24,0.38,26.6047598215587
0.24,0.4,26.665925429708626
0.26,0.0,28.477123235322225
0.26,0.02,28.029360644410055
0.26,0.04,27.601877815796932
0.26,0.06,27.301568020918722
0.26,0.08,27.008268279136544
0.26,0.1,26.8244349231686
0.26,0.12,26.636689179639703
0.26,0.14,26.5442914667778
0.26,0.16,26.43890905966542
0.26,0.18,26.417484704175543
0.26,0.2,26.37549496015076
0.26,0.22,26.408176525297968
0.26,0.24,26.413948995385574
0.26,0.26,26.486753640246516
0.26,0.28,26.52735780369244
0.26,0.3,26.62867057064996
0.26,0.32,26.693409213471703
0.26,0.34,26.813604133329108
0.26,0.36,26.893666820548063
0.26,0.38,27.024822503509995
0.26,0.4,27.11302107229854
0.28,0.0,28.199871294892546
0.28,0.02,27.8070570171205
0.28,0.04,27.432281343917175
0.28,0.06,27.181243874987437
0.28,0.08,26.93536974268541
0.28,0.1,26.79634141343999
0.28,0.12,26.65183485823717
0.28,0.14,26.600676569647796
0.28,0.16,26.535160083985417
0.28,0.18,26.55207047198821
0.28,0.2,26.54716672293184
0.28,0.22,26.615753240495582
0.28,0.24,26.656252747943153
0.28,0.26,26.7628605135098
0.28,0.28,26.836120245299277
0.28,0.3,26.969349161199453
0.28,0.32,27.064857134033417
0.28,0.34,27.215210706258617
0.28,0.36,27.324266261142547
0.28,0.38,27.4838911119783
0.28,0.4,27.599363137923937
0.3,0.0,27.973791933450443
0.3,0.02,27.633583868042635
0.3,0.04,27.30934129724864
0.3,0.06,27.105750997913415
0.3,0.08,26.905614784268515
0.3,0.1,26.80999576465866
0.3,0.12,26.707449752741788
0.3,0.14,26.69649737615254
0.3,0.16,26.669914686107344
0.3,0.18,26.72443718492527
0.3,0.2,26.755984709280696
0.3,0.22,26.860021311820923
0.3,0.24,26.934869985049186
0.3,0.26,27.075057936900446
0.3,0.28,27.180817379215732
0.3,0.3,27.34593968129344
0.3,0.32,27.47225204371155
0.3,0.34,27.65291262697159
0.3,0.36,27.79115815183411
0.3,0.38,27.979544750320386
0.3,0.4,28.122621875498545
0.32,0.0,27.79417558680702
0.32,0.02,27.50448144068655
0.32,0.04,27.22883180145182
0.32,0.06,27.071067238210386
0.32,0.08,26.91517801411765
0.32,0.1,26.8617432416734
0.32,0.12,26.800043788514053
0.32,0.14,26.828408857996422
0.32,0.16,26.8399692959494
0.32,0.18,26.931505739210625
0.32,0.2,26.99899303240189
0.32,0.22,27.138134237646664
0.32,0.24,27.247063904128822
0.32,0.26,27.420707247004003
0.32,0.28,27.558910330321762
0.32,0.3,27.75599350338411
0.32,0.32,27.913238014153485
0.32,0.34,28.124438927943626
0.32,0.36,28.292159811532514
0.32,0.38,28.509681577349365
0.32,0.4,28.680781106949457
0.34,0.0,27.65686916851854
0.34,0.02,27.415812492057075
0.34,0.04,27.187024814048407
0.34,0.06,27.073644735013943
0.34,0.08,26.960684878159583
0.34,0.1,26.948358968228327
0.34,0.12,26.92653882694296
0.34,0.14,26.993460556529303
0.34,0.16,27.04249881072923
0.34,0.18,27.170561495012922
0.34,0.2,27.273586899381186
0.34,0.22,27.447584871811927
0.34,0.24,27.590425597204977
0.34,0.26,27.797487940977486
0.34,0.28,27.968168638793586
0.34,0.3,28.197362210320073
0.34,0.32,28.385751827817693
0.34,0.34,28.62780448917959
0.34,0.36,28.82536729826463
0.34,0.38,29.072473488794376
0.34,0.4,29.27209202738193
0.36,0.0,27.558197096967397
0.36,0.02,27.364093819863893
0.36,0.04,27.180620503742947
0.36,0.06,27.11034289038269
0.36,0.08,27.03914718116433
0.36,0.1,27.066988639576074
0.36,0.12,27.08420997759049
0.36,0.14,27.18904102790733
0.36,0.16,27.275003323395264
0.36,0.18,27.43920311590601
0.36,0.2,27.577463049489392
0.36,0.22,27.786157532041948
0.36,0.24,27.962827825837454
0.36,0.26,28.20335271049285
0.36,0.28,28.40662744524453
0.36,0.3,28.66815603663445
0.36,0.32,28.887981236681355
0.36,0.34,29.16126906044381
0.36,0.36,29.389116629062283
0.36,0.38,29.666327565329645
0.36,0.4,29.895037452576045
0.38,0.0,27.494895035330845
0.38,0.02,27.291281560806254
0.38,0.04,27.206687993179756
0.38,0.06,27.12536561918752
0.38,0.08,27.147911277728337
0.38,0.1,27.215096972373225
0.38,0.12,27.270637109605467
0.38,0.14,27.41283133450174
0.38,0.16,27.535263398875646
0.38,0.18,27.685155491071832
0.38,0.2,27.908578208358897
0.38,0.22,28.102192959856268
0.38,0.24,28.362386397461556
0.38,0.26,28.587145161633543
0.38,0.28,28.87254994776552
0.38,0.3,29.166707268613077
0.38,0.32,29.418330795923197
0.38,0.34,29.72330479108529
0.38,0.36,29.981950996243434
0.38,0.38,30.241450568289167
0.38,0.4,30.548299364008592
0.4,0.0,27.464054860699775
0.4,0.02,27.30486059790214
0.4,0.04,27.26261632413259
0.4,0.06,27.22240461331689
0.4,0.08,27.28461263902704
0.4,0.1,27.39042504027624
0.4,0.12,27.483664116610424
0.4,0.14,27.66276579386537
0.4,0.16,27.821302500835067
0.4,0.18,28.006628625244872
0.4,0.2,28.26511455078635
0.4,0.22,28.49308000127286
0.4,0.24,28.787427586063245
0.4,0.26,29.045634149777236
0.4,0.28,29.364397556108948
0.4,0.3,29.69154123379368
0.4,0.32,29.975392848217503
0.4,0.34,30.312567281992813
0.4,0.36,30.60259297190568
0.4,0.38,30.893012877175366
0.4,0.4,31.230733011720233
